taxonomy	SCD66	SCD67	SCD68	SCD69	SCD70	SCD73	SCD72	SCD82	SCD75	SCD76	SCD77	SCD83	SCD137	SCD79	SCD80	SCD84	SCD81	SCD106	SCD88	SCD91	SCD86	SCD138	SCD107	SCD90	SCD87	SCD92	SCD154	SCD93	SCD94	SCD139	SCD109	SCD129	SCD110	SCD97	SCD98	SCD99	SCD112	SCD100	SCD122	SCD101	SCD130	SCD103	SCD104	SCD140	SCD102	SCD105	SCD113	SCD145	SCD156	SCD141	SCD114	SCD115	SCD116	SCD111	SCD147	SCD142	SCD143	SCD117	SCD132	SCD124	SCD125	SCD126	SCD118	SCD119	SCD150	SCD157	SCD127	SCD133	SCD128	SCD136	SCD144	SCD151	SCD152	SCD153	CD001	CD002	CD003	CD004	CD005	CD006	CD007	CD008	CD009	CD010	CD011	CD012	CD013	CD014	CD015	CD016	CD017	CD018	CD019	CD020	CD021	CD022	CD023	CD024	CD025	CD026	CD028	CD029	CD030	CD031	CD032	CD033	CD034	CD035	CD036	CD037	CD038	CD039	CD040	CD041	CD042	CD043	CD044	CD045	CD046	CD047	CD048	CD049	CD050	CD051	CD052	CD053	CD054	CD055	CD056	CD057	CD059	CD060	CD061	CD062	CD063	CD064	CD065	CD066	CD067	CD068	CD069	CD070	CD071	CD072	CD073	CD074	CD075	CD076	CD078	CD079	CD080	CD081	CD082	CD083	CD084	CD085	CD086	CD087	CD088	CD089	CD090	CD091	CD092	CD093	CD094	CD095	CD096	CD097	CD098	CD099	CD100	CD101	CD102	CD103	CD105	CD106	CD107	CD108	CD109	CD112	CD113	CD114	CD115	CD116	CD118	CD119	CD120	CD121	CD122	CD123	CD124	CD125	CD126	CD127	CD128	CD129	CD130	CD131	CD132	CD133	CD134	CD135	CD136	CD137	CD138	CD139	CD140	CD141	CD142	CD143	CD144	CD145	CD146	CD147	CD151	CD153	CD154	CD155	CD156	CD157	CD158	CD159	CD161	CD162	CD163	CD164	CD167	CD168	CD169	CD171	CD172	CD173	CD174	CD175	CD180	CD181	CD182	CD183	CD184	ACC0147	ACC0163	ACC0048	ACC0102	ACC0034	ACC0138	ACC0096	ACC0049	MiRES012	ACC0080	ACC0032	ACC0108	ACC0097	MiRES005	ACC0265	ACC0110	ACC0192	ACC0013	ACC0114	ACC0136	MiRES011	ACC0169	MiRES003	ACC0135	ACC0066	MiRES009	MiREL020	MIRES007	ACC0009	ACC0031	MiRES004
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73521	1.50629	0	0	0	0.68467	0	0	0	0	0	0	0	1.3057	0	0	0	0	0	0.20956	0	0	0	0	0	0	0.14771	0	0.00183	0	0	0	0	0	0	0.01306	0	0	0	0.05994	0	0	0	0.27367	0	0	0	0	0	0	0	0	0	0.01127	0.06675	0	0	0	0.33018	0	0.00451	0	0.72089	0.04457	0.45216	0	0	0.01073	0	0	0	0	0	0	0.03027	0	0	0.04539	0	0.69402	0	0	0	0	0	0.00218	0.00969	0	0	0.00394	0	0.06742	0	0.00315	0	2.43723	0.4885	0	0	0	0	0	0	0	0.00193	0	0	0	0	0	0	0	0	0	0.52118	0.08011	0	0.09885	0	0	0	0	0	0	0	0.02023	0.02711	0	0	0	0	0	0	0.00282	0	0	0.25872	0	0	1.13373	0.2962	0	0.12715	0	0.20795	0	0	0	0.00991	0	0	0	0	0	0	0.0484	0.08452	0	0.01584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70429	2.49522	0.28303	0.3085	5.73317	0.0157	0.04358	0.48938	0.00589	2.40424	0.7893	0.36661	0.72706	0.10922	0	12.41212	0.72084	0.27798	0.96187	0.06364	0	0.68914	0	0	7.24203	0.09752	0.03847	0.32374000000000003	0.17237	0.89708	0.42418	0.10233	0.44822	0.31307	0.0365	0.08289	2.93553	0.51109	0	0.73746	0.13025	0	4.25052	0.24821	1.70328	0	4.10491	0.0025	0	0.22793	0.59662	0.03393	0.02138	0.01602	0.51653	0.10261	1.66082	1.16133	0.11862	0.13382	0.00163	0.02567	0.15332	0.06691	0.00728	23.86023	0	0	1.0579	0.23978	0.10282	0	3.70086	0.13614	0.00284	2.045	0.65199	0.06914	0.49246	0.78639	0.01501	0.33902	0.51484	4.02661	0.82323	0.01603	0	0	0.04225	0.05614	4.12056	0.12075	0.05695	0.34571	8.45451	0.16836	0.247	0.94426	0.62398	0.00159	0.20691	0	0	0	0.23024	0.15965	1.21907	0	0.00178	0.44829	0.28164	0.05998	0.02737	0	0.00111	0.60678	0.11715	0.11802	0.24524	0.0296	16.86468	0.09868	0.39642	2.74764	2.2002	0.28793	0.11487	0.0414	0.00599	0.01478	5e-4	0	0.01717	0.07828	0.96609	0.02451	0	0.51114	0.47087	0.03983	0.081	9.0173	0.05945	0.16251	0.00995	0.34944	0.32836	0	0	0	0.0851	0.03649	0.01136	0.1116	0	0.32114	0	0.01477	0.00709	0	1.74253	0	0.0309	0.0748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63675	0.36882	8.8187	0.3861	0	6.31781	1.49193	0	1.69876	0	0.30848	0	0	0.42508	0	0.09835	0	0	0.25885	4.20911	20.91554	6.87745	0	0	0.57687	0	2.5e-4	0.94045	1.54833	0.14987	0.00432	1.62444	0.0018	1.27622	8.32538	0.44133	2.26904	3.00549	0	0.74054	0.06151	0	0	0.01724	0	0	0	0	0	18.09125	5.19775	10.46518	8e-5	5.57527	0.01203	0.04712	2.42024	5.90015	0.33154	0	1.63176	1.26375	1.58691	0.32325	2.79482	0	0	10.36814	0.05485	1.29298	0	0	0.37196	0.34263	0	0.7667	0.04879	3.69331	0	0	0	0.15268	17.55826	0	1.41943	8.24275	0.25799	8.6e-4	0.01098	14.71132	0.0782	5.56711	2.27159	0	0.06301	0.10795	8.72209	0.17716	0	4.09985	4.17727	0.77528	0	0	0.27497	0	1.88583	0	5.58726	0	0.08988	0.77886	1.53919	0	0.27095	0.20932	1.76482	1.50165	0	0.01581	0	0.51067	0.28707	0	0	0.24486	7.5354	0	0	5.28566	0.02585	0	0	0.07053	1.19664	0.74932	0.8851	0	0.01436	1.59034	2.41185	0	0.17371	0	0.33768	0	0	1.43734	2.5205	0	1.91878	0	0	1.45041	0	0.04448	2.54437	0.12532	8.21363	1.18814	0	1.97346	1.00235	1.08687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62314	0.13155	0	0.00615	0	0	0	0	0.09264	0	0	0	0	0.03581	0	0.01236	0.06309	0	0.03057	0.00152	0	0.02081	0	0	0	0.01752	0	0.00123	0	0	0	0	0	0.0088	0.03255	0.00129	0	0	0	0.06202	0	0	0	0.0048	0.11835	0	0.01325	0	0	0	0.0065	0	0	0	0.01837	0	0	0.01546	0	0.01651	0.00191	0.11967	0.00274	0.2684	0.03207	0.00631	0	0	7.4e-4	0.12525	0	0	0	0	0	0.05002	0	0.01738	0	7.2e-4	0	0.08327	0.04411	0	0	0	0	0	0.00122	0	0	0.01412	0	0.07076	0	0.0489	0.00887	0	0.06307	0	0.02136	0	0	0	0	0	0.16856	0	0	0	0	0	0	0	0.01778	0	4e-4	0.01135	0.08014	0	0.396	0	0	0	0	0.02454	0.00206	0	0	0	0	0	0	0.00259	0.45956	0	0	0	0	0.07125	0.06383	0.02411	0	0.0291	0	0	0	3.1e-4	0.02328	0	0	0	0	0	0	0.06744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36442	5.61122	1.90717	1.32887	73.12024	11.55637	68.98889	0.00581	3.8158	9.76036	9.53672	3.9732	33.97605	10.00686	0.32607	4.24288	0.02113	0	10.40569	1.10079	16.08743	0.19354	22.80216	0	0.2014	0.01521	6.95027	0.45137	5.62754	4.23117	29.05196	9.73325	14.48885	11.60655	0.07621	29.5958	0.19004	10.47352	1.39229	0.92168	16.11117	10.01026	39.66624	6.32011	0.21525	4.49001	46.24038	18.93157	0.90298	0.34995	2.94815	25.74597	3.0735	15.54734	3.77866	0.00347	0.20464	0	2.24296	22.59155	3.97527	10.87522	18.58949	5.83387	3.8826	0.96151	14.53056	6.89294	14.38282	3.7078	0.2415	6.96608	0.01914	21.05626	0.13932	6.57204	5.85354	4.27079	13.38416	3.00238	35.47595	21.16915	0.14859	0	6.7704	3.92451	4.97585	0	37.84669	9.67735	0.35088	24.47776	64.29115	21.04439	0	0	4.65385	2.76813	11.07783	33.92614	4.98354	2.30385	21.649	0	29.73002	1.68145	17.48934	0	26.31516	0	2.04758	8.80432	39.30527	16.95624	20.18284	21.18792	21.44371	8.83231	1.2807	28.08101	0	26.1309	5.69592	0.0266	4.34554	0.90984	22.16841	0	0.40493	0.17722	17.908080000000002	11.99016	3.89988	1.5532	0	0.00245	5.29396	0.06173	0.75949	2.61545	25.25123	6.67824	4.13182	7.18864	7.82339	20.97179	21.66413	9.81227	2.38213	0	8.60275	2.28528	1.45583	2.13874	4.08476	6.98234	8.14543	17.34431	11.21662	25.33451	0	0.43857	32.76198	9.90121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30933	0.37218	7.25344	0	0	1.79013	0	0	0	0	7.83172	0	3.6155	0	0	3.46054	0	0	0.10335	0	0.12804	6.78355	0	0	0	0	3.58628	0	1.03824	3.65166	0.89777	0	0.39288	1.33575	0	0	0	0.59987	0	1.55676	1.52931	0	0	0.27927	0	0	0	11.88479	0	1.31128	0.00544	0	1.04177	0.65761	2.78746	0	1.52253	5.81015	0.14011	2.46137	0.34232	0.51737	0.76483	0.12881	0.72455	0	0	1.89383	0.08431	0.31504	0.08915	0	0	0	1.6768	0.04139	0	0.33464	0	1.20892	0.11904000000000001	0.24329	0	1.56838	0	1.80703	0.47497	2.49939	0	0	0	0.16274	0.47255	0	0	0.48083	2.28844	0.66836	0	1.30431	0	0.4168	0	0	0	0	0.07887	0	1.3309	0	0	4.21305	0.5362	0	1.83577	0	0	1.44642	0	0	0	0	0	0	0	0.12208	0	0	0	0	0.09937	0	0	0.03714	3.44702	0	1.8045	0	0	0	0.64517	0.477	0.11796	0.73393	0.22395	0	0	0.41445	2.17	0	0	0	0.15566	0.78062	0	0	1.05569	0	0.48079	0.8684	0	15.72085	2.76018	3.53696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25149	0.01558	0.22652	1.01779	0	20.71897	0	0	0	0	1.61825	0	2.24479	0.79091	0	0.00445	0	0	0.48037	3.12917	14.75184	3.2485	0	0	0.19223	0	9.51291	0	3.06277	0.04096	2.04636	0.52492	0.86995	0.91853	8.61085	0.22669	0	0	0.04509	0.81668	1.05674	0	0	0.18906	0	0	0	0.78862	0	5.19918	2.61252	0	1.26577	6.76516	1.91077	0.6371	0.38546	0	0.6787	13.59923	1.7941	2.46562	2.59796	1.1041	33.24202	0	0.19533	6.07791	0	0.38908	0.30755	0	0	10.31887	5.11909	0	0.30275	8.15663	1.59017	0.25889	0.87341	1.11456	0	0	0	0.55017	1.42883	14.69407	3.59092	4.84644	0.05791	6.39773	0.77171	0.38217	0	1.39203	3.82568	1.28654	0	15.42423	3.80395	14.33629	0	0	0.74626	0	0.00304	0	6.68079	0.96015	8.57331	5.45435	1.3268	0	0.37707	4.48695	1.68696	0.91269	0.08049	0.26836	0	3.26834	2.17973	0	0.81589	1.31171	2.97937	0	0	9.86791	0.04408	0.36229	0	0.46046	0	0	9.0654	0	0	2.3501	1.423	1.07888	0.45331	1.46954	0.83198	1.94813	1.87001	2.60642	2.45825	0	2.10878	0	0	0.23869	0.00748	0.25026	15.55523	0.64935	4.41694	15.23397	0	0.07086	2.12873	3.39725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18624	1.65881	0.01852	5.5e-4	0	0	0	0	0	0	0	0	0	0.33392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0754	0	0	0.02301	8.7e-4	0	0.01721	0	0	0	0	0.01342	0	0	0	0	0	0	0.02314	0.07186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03585	0	0.00412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01571	0	0	0.00554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrionaceae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15459	0.07857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01315	0	0	0	0	1.29804	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14802	0.0266	0.45478	0.0666	0	1.66668	0	0	1.73289	0	9.20539	0.26059	1.69687	0	0	0.15592	0	0	5.42316	0.98716	0.42346	17.24159	0	0	3.71412	0	17.53509	0	2.0462	3.20857	2.91165	0.00122	1.31071	3.65691	0	1.16332	1.12157	0.6208	0	0.00314	5.60264	1.32089	0	0.25204	0	0	0.04749	10.63531	0	0.14306	0.83406	0.79303	2.80663	13.95089	3.26387	0.18864	0.4249	9.12336	1.58394	4.25761	0.18017	4.61039	0.68269	5.63274	4.33296	0	0	3.46252	5.0126	1.36142	0	0	0.04442	14.77134	1.19825	3.76018	0	0.07465	2.55429	6.43818	15.46614	7.1e-4	0	0	0	2.46396	1.0132	1.57627	0.00633	0.11639	0.01247	6.75139	7.02955	2.35072	0	0.02662	0.82574	0	0.2541	1.455	0	2.3963	0	0	19.53409	1.01547	11.46292	0	2.49408	5.27361	33.09192	2.60613	0	0	0.0638	2.38048	0	0.52199	0	19.50795	0	4.889	0.47128	0.44193	0	0.37259	0.67002	5.84182	8.7239	15.12225	12.61224	7.35776	1.11131	0.27214	4.63382	5.09659	1.53361	0	11.88529	4.63117	2.23659	6.02287	0.63462	8.74333	1.3065	29.75551	29.64561	0	0.16962	0	0	0.46168	1.52291	0.54765	0	0.65953	5.52918	0.54081	0.28127	5.21639	0.10411	4.43193	18.49962	13.55683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10518	0.07185	2.91379	1.94182	0	0.13084	0	0	3.3427	0	2.09331	0	0.29758	0.41423	0	0.00356	20.30099	0	2.84361	0.42291	0.03856	1.88807	0	0	0	0.0311	0	0.90428	0.06278	1.49782	0.30446	0.16574	0.14888	3.21544	0.30491	0.25253	0	0.22168	0	2.84121	0	0	0	6.25932	0.45852	0	1.77934	0.02493	0	1.01149	1.11851	5.17742	0	0.02535	0.85824	0	8.5189	4.11104	1.24449	0.79723	0.01524	1.7747	0.74145	0.55766	0.86447	0	0.17839	0.00935	1.88409	6.66982	0.30138	0	0	0.03637	1.53105	0.05797	0.51108	0.33917	0.64059	4.03595	0.10859	2.38143	0.37729	0.14123	1.51646	0.09754	0.23458	0	0.00147	0.05639	1.09721	1.21498	0.22184	26.04003	2.65864	4.97698	1.43958	2.1024	1.43707	0.46048	3.27953	0.06612	0.08132	0	3.04804	0	11.46178	0	0.82475	1.61662	0.62337	0.14544	0.91124	0	1.2947	0.52454	2.81932	4.58069	0.42734	9.5e-4	0	0.01452	0.08014	1.15805	0	0.75417	0.89802	0.00243	0	0	0.02181	0	0.12161	0.27113	11.14452	0.76102	0.3259	0	0.2079	0.17619	0.25931	1.20493	1.1252	1.4553	2.03178	0.01275	0.00441	0.70616	0.12686	0	0.05744	1.90244	0	0.13068	0	6.40428	0.15912	0	0.11422	0.08355	11.7747	0	0.21578	0.52067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Harryflintia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05011	0.01034	0	0	0	0	0	0	0	0	0	0	0	0.01209	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13886	0	0	0	0	0	0	0.01354	0.00906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02446	0.00266	0	0	0	0.05857	0.02138	0	0.05524	0	0	0	0	0.00732	0	0	0	0	0	0	0.08392	0	0	0	0	0	0	0	0	0	0.08697	0	0	0	0	6.4e-4	0	0	0	0.05625	0.14164	0.01459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03239	0	0	0	0	0	0	0	0.09247	0	0	0	0	0	0	0	0.03467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0268	0.01352	2.4137	0.03404	0	0.88842	0	0	0	0	3.85511	0	0	0.0094	0	0	0	0	0.00704	0.42841	1.62817	0	0	0	0	0	2.53771	0.13636	0.20523	0.42634	0	0.24617	0.04399	1.15165	1.34544	0.16801	0	0.20957	0	5.9613	0	0	0	0	0	0	0	0	0.02368	0.83979	0.6653	0	0	0.5697	1.21612	0.04839	0.40445	0	0.10087	3.47898	0.10192	1.57426	0.12829	0.11671	1.83064	0	0	4.29251	0	0.64876	0	0	2.05381	0	0	0	0	0.02913	0	0	1.63129	0	2.0424	0	0	1.69941	0.44736	0	2.1602	0	0	0	1.6881	0	0	0.02275	0.97914	0	0	3.0213	0.60553	5.86037	0	0	5.53872	2.36198	6.4e-4	0	1.73965	0	0	1.62042	0.64869	0	0.0317	4.1962	0	0.69407	0	0	0	0.43234	0.35831	0	0	0.60841	0	0	2.29326	0	6.29694	0	0.00176	0.20163	1.21079	0.9036	0	0	0.32504	1.65559	0.76399	1.31613	0.23079	1.75741	0.44872	0	0	0.37723	0.91122	0	0	0.45644	0.05301	0.26958	0	0.59878	0.72264	0	1.39654	3.68223	0	2.3049	7.09764	3.57877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01703	1.60061	3.3554	0.12281	0	0.99832	0.02188	0	0.84449	0	0	0	0	23.93932	0	6.18304	0	0	2.76306	3.14175	2.18504	1.03647	0	0	5.96729	0.02285	4.42499	0.06174	5.68497	6.50986	0.64575	0.00761	0.3347	2.72197	25.44102	0.17373	0.34252	2.64084	0	2.80285	0.00719	0	0.09729	14.02227	0.25871	0	0.59124	0	0	1.09955	3.1784	0.18594	0.23129	2.96616	2.04711	0.82068	13.82478	4.28235	7.0712	3.23875	1.32508	4.07547	0.8974	4.55203	5.04079	0	0.02665	1.34498	0	0.94058	0.74159	0.30444	0.00918	3.27903	1.39945	0.60705	1.20376	21.67833	3.2143	0.92948	1.3617	1.47897	1.02144	0.37038	0.28521	27.87381	14.55184	5.33113	0.01259	15.37154	0.31269	4.7252	3.91126	0.28525	1.16487	1.49183	2.51789	3.91985	0.04765	4.17002	0.64999	5.88982	0	0	14.97649	0.00156	2.27405	0	6.28436	0	1.05426	3.84237	0.61172	0	0.99041	1.65549	18.81209	3.79896	0.02854	4.59977	0.24803	0.83047	2.38582	0	0.11757	0.01725	17.34685	0	0	0	13.14168	10.55516	1.47709	0.02634	9.47326	1.97804	2.14131	0	1.58731	1.86306	14.93194	0.3622	0.17888	0.53251	0.37208	0.6523	0.61624	1.69954	9.76306	0	0.12581	0.6531	0.90925	9.26907	0.05244	0.39174	4.25171	0.78003	1.13998	8.58993	0.39068	8.24624	4.7462	5.04368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
